club_1,club_2,dif,pj,pg,pe,pp
Union,Sp. Patria (F),+1,2,1,1,0
Union,Central Norte (S),0,1,0,1,0
Union,Desamparados,-1,1,0,0,1
Union,Crucero (M),+1,1,1,0,0
Velez,River Plate,-47,198,50,51,97
Velez,Independiente,-1,191,64,62,65
Velez,Racing Club,-23,190,52,63,75
Velez,San Lorenzo,-32,188,48,60,80
Velez,Boca Juniors,-45,176,45,41,90
Velez,Estudiantes (LP),+5,175,65,50,60
Velez,Gimnasia (LP),+20,167,74,39,54
Velez,Rosario Central,+11,154,57,51,46
Velez,Huracan,+5,154,58,43,53
Velez,Newells,+24,151,67,41,43
Velez,Ferro,+10,150,58,44,48
Velez,Argentinos,+28,140,65,38,37
Velez,Lanus,+30,136,62,42,32
Velez,Platense,+27,123,58,34,31
Velez,Chacarita,+17,105,46,30,29
Velez,Banfield,+23,98,45,31,22
Velez,Atlanta,+27,96,47,29,20
Velez,Tigre,+19,79,41,16,22
Velez,Colon,+13,75,32,24,19
Velez,Quilmes,+20,73,41,11,21
Velez,Union,+14,66,29,22,15
Velez,Talleres (C),+2,51,19,15,17
Velez,Belgrano,+1,36,16,5,15
Velez,Arsenal,+9,33,14,14,5
Velez,Instituto,-4,28,8,8,12
Velez,Dep. Español,0,27,9,9,9
Velez,Gimnasia (J),+15,26,18,5,3
Velez,All Boys,+1,26,8,11,7
Velez,Godoy Cruz,+4,24,11,6,7
Velez,Racing (C),+8,24,12,8,4
Velez,Olimpo,+7,21,13,2,6
Velez,Temperley,+1,20,7,7,6
Velez,San Martin (T),+5,20,10,5,5
Velez,Talleres (RdE),+11,18,13,3,2
Velez,Barracas Central,+5,16,8,5,3
Velez,Estudiantes (BA),+4,16,7,6,3
Velez,Dep Mandiyu (C),+2,16,5,8,3
Velez,Def. de Belgrano,+1,15,6,4,5
Velez,Nueva Chicago,+6,13,8,3,2
Velez,Atl Tucuman,+7,13,8,4,1
Velez,San Martin (SJ),+4,12,8,0,4
Velez,Atl Rafaela,+4,11,6,3,2
Velez,Los Andes,+7,10,8,1,1
Velez,Sarmiento (J),+3,10,4,5,1
Velez,Almagro,+2,9,4,3,2
Velez,Def y Justicia,+2,9,4,3,2
Velez,San Martin (M),0,8,2,4,2
Velez,Aldosivi,+3,8,4,3,1
Velez,Chaco For Ever,+3,7,4,2,1
Velez,Patronato,0,7,1,5,1
Velez,Gimnasia (S),+2,6,3,2,1
Velez,Argentino (Q),+4,6,4,2,0
Velez,San Lorenzo (MdP),+4,6,4,2,0
Velez,Central Cba (SdE),+4,6,4,2,0
Velez,Excursionistas,+1,6,3,1,2
Velez,Sp. Barracas,+2,5,3,1,1
Velez,Kimberley (MdP),+2,4,2,2,0
Velez,Central Cba (R),+1,4,2,1,1
Velez,Dep. Roca,+2,4,2,2,0
Velez,Dep. Armenio,+1,4,1,3,0
Velez,Altos Hornos Zapla,+3,4,3,1,0
Velez,Gimnasia (M),-1,3,0,2,1
Velez,Guarani (M),+3,3,3,0,0
Velez,Cipolletti,0,3,1,1,1
Velez,Sp. Patria (F),+1,2,1,1,0
Velez,Atl Ledesma (J),+1,2,1,1,0
Velez,Tiro Federal (R),+1,2,1,1,0
Velez,U. Atlanta-Arg,+2,2,2,0,0
Velez,Arg de Firmat,+1,2,1,1,0
Velez,Juv. Unida (SL),+1,2,1,1,0
Velez,El Porvenir,0,2,1,0,1
Velez,Central Norte (S),+2,2,2,0,0
Velez,Sarmiento (R),+2,2,2,0,0
Velez,Huracan (C),0,2,1,0,1
Velez,Huracan (TA),+2,2,2,0,0
Velez,Juv. Alianza (SJ),+2,2,2,0,0
Velez,Huracan (IW),+2,2,2,0,0
Velez,Huracan (CR),+1,2,1,1,0
Velez,Huracan (SR),+2,2,2,0,0
Velez,Dep. Moron,+2,2,2,0,0
Velez,Renato Cesarini (R),-1,2,0,1,1
Velez,Atl. Concepcion (T),+2,2,2,0,0
Velez,Sp. Italiano,+1,2,1,1,0
Velez,Desamparados,0,1,0,1,0
Velez,Independiente (T),+1,1,1,0,0
Velez,Colegiales,+1,1,1,0,0
Velez,Juv. Antoniana,+1,1,1,0,0
Velez,Crucero (M),+1,1,1,0,0
Velez,Bartolome Mitre (M),+1,1,1,0,0
Velez,Ind Rivadavia,+1,1,1,0,0
Velez,San Telmo,-1,1,0,0,1
